user_id	fold	history_length	target_frequency	target_in_union	baseline_rank	oof_rank
A29C5Z6KFJBX6K	0	3	3	0	51	91
AJ0ECCZ4TEOAN	3	3	16	0	51	91
A1L15VDRPWAH16	2	6	41	1	3	3
A26LQSC65AMTGK	0	4	26	0	51	91
A25TNBMJ4ZO7RD	1	11	30	1	2	2
A3F9V6IX31DKMR	2	4	18	1	51	48
A1GBRKCX9ZT7FW	2	9	16	0	51	91
A24TZ1PYV2JNM0	1	5	1	0	51	91
ACB6M1M2TVJMH	2	6	4	0	51	91
A37KD23YNIZBHG	1	5	89	0	51	91
A3K0A2WO0LO8LQ	0	8	103	0	51	91
A293ZA4BJX1QBB	1	5	10	0	51	91
A3L5CZ3A9FFLVA	3	4	53	0	51	91
A35NOFKHK8P2LU	0	20	8	0	51	91
AR6287X5D32FO	2	8	98	0	51	91
AE5L4NH37NPFE	0	19	2	0	51	91
AFUUG68DTOCVA	0	4	8	0	51	91
AOX4AQIX6M5EK	2	5	7	0	51	91
A4VKGVP35P9A4	1	10	2	0	51	91
AO2GZG0N16FCD	1	9	113	0	51	91
A3R33KMESG0XGQ	3	20	8	0	51	91
A1CPRP3VFJRS1R	4	5	5	1	10	9
A2PJW05IF2IOOF	3	5	8	0	51	91
AVR3F6VQYIMZW	4	8	8	0	51	91
AAJ44RWTUJA72	1	3	18	0	51	91
ATYX9OQUEA95S	2	3	9	0	51	91
A3O4EYYRGC9PC0	4	5	7	0	51	91
AB8JVVE1NZIKC	4	5	71	0	51	91
AK5N629CG3PCT	1	8	5	0	51	91
A2DMX9ASE4KH40	1	6	23	0	51	91
A2Q70QSXBK1KOW	0	4	4	0	51	91
A3EBO09L87L2UD	2	3	10	0	51	91
A1EU73CDBOWSJL	2	3	8	0	51	91
A2X6IKQ7Y6HRO7	0	6	16	1	1	1
A1Z1CXYSRAD4C	0	4	7	1	1	1
AMWUZ7JTSG7CU	2	6	28	1	51	58
A2C2GYX772W0NW	0	3	3	0	51	91
A3ETK63Q6T1063	0	13	4	1	1	1
A3PUE9W2KSWX8R	4	5	5	0	51	91
A2ESPNN31X5YX	2	5	7	1	1	1
A13WQHTOBL6O90	4	3	2	0	51	91
AJSP0Y4BE8K18	1	6	15	0	51	91
AAMQLS6R95CA7	3	13	31	0	51	91
A1GEQRHD33A7Q3	0	3	103	1	43	86
A2TWO5CLBUA5E6	2	4	14	0	51	91
AZL0P9J95ON7D	0	8	15	1	19	23
A3BTHRXYAOMPGD	4	6	26	1	2	2
A26AH5O9KJ31XX	3	5	53	1	5	6
AIZZ4NDUCBG0M	2	3	97	0	51	91
ABNBLXAGQXRPV	1	9	4	0	51	91
AY91MQZZR750W	1	4	17	1	6	6
ANVLZ6UJDW9KB	1	6	6	1	6	6
ALDAF4VVLFRHP	2	20	14	1	10	10
A1WHZ9O1SUNZE0	2	4	11	0	51	91
A3F3B6HY9RJI04	0	5	11	0	51	91
A26WI4JKVC171E	1	3	4	0	51	91
A3FEZU57GLQYQI	1	7	24	0	51	91
A3UMYF6QC0CY41	0	10	33	1	51	72
A198VFL553RLO6	2	3	5	0	51	91
A3FZRQ8XTQJB0K	3	3	6	0	51	91
A2VJSUOL3U7YN2	2	3	12	1	3	4
A30GM9CKEH2W42	0	4	55	0	51	91
A337DRCGSM0HSC	4	3	53	1	47	77
A2F2FDP0A1A9N5	1	4	34	0	51	91
A2SHFKMNO2GWEA	2	6	63	0	51	91
A2P8YANRF6R0YM	2	9	5	0	51	91
A1HH3UI5ZFQ1I9	0	8	5	0	51	91
AN0LF0EJ4YGG	2	15	19	1	28	26
ARSP0C5OFEVJY	4	3	6	0	51	91
ASGGVJI9IOZAA	3	4	0	0	51	91
A1R5ZIFHDSU6HQ	4	4	21	1	17	17
AYB4ELCS5AM8P	1	20	11	1	12	12
A3RG17SEXP6600	0	3	96	0	51	91
AKX9EQ37PAYMY	2	10	21	0	51	91
A1JDHH8JIYCZ50	4	3	41	0	51	91
AEQ0QDUQMGWXJ	0	17	9	0	51	91
A161UJ11HHYTKS	1	6	8	0	51	91
A1MKS8KSK36VES	0	3	9	0	51	91
A2GROXTMULJ5MB	4	3	8	0	51	91
A2DIQBZ1VZCK09	2	6	10	0	51	91
AS10X25NKA0XJ	3	4	10	0	51	91
A2TGIMHSVD878Q	4	4	79	1	1	1
A2C84SSIK5NBSG	4	4	48	0	51	91
A3MDYZ1QWBF8A8	3	3	22	1	9	11
A2J16Q3ACJAG1F	2	5	48	0	51	91
A1TQA6YZYQVJBC	3	4	8	0	51	91
AB5OZJL0VU9HY	1	4	22	1	18	20
AF7MRK4CQWVXB	1	11	17	0	51	91
A2HV5D31Y2HE3C	0	5	11	0	51	91
A2VFJG4Z1ZCPS4	3	3	88	1	7	9
AYPNBWE2JQ0CA	2	4	32	0	51	91
A37T48TM9WA9X0	2	4	5	1	14	11
A10170TS3O4C9G	3	4	3	0	51	91
A3K3BFM3DQH631	0	4	58	0	51	91
A3KE3FM4Z51IKA	1	7	36	1	1	1
A3TTVULQFXQFXY	3	3	2	0	51	91
A1HH1DPK1ASVDN	1	7	9	0	51	91
A37I6BQMMGJA25	3	3	10	0	51	91
A5MS8N9EVSH94	0	3	7	0	51	91
A15EUA6JKON9AI	3	3	4	0	51	91
A1L6PD52EJ98IK	2	16	21	0	51	91
AOUCS35LICLVH	0	3	12	1	7	7
A1D0APMZUU1MYX	1	12	4	1	20	20
A3PAWNJROQSZ7Y	3	10	7	0	51	91
A6HXQP526K9W5	0	3	16	0	51	91
A20PQHPJWGX911	0	4	30	0	51	91
A1IXD10BOGPWO9	3	6	47	0	51	91
AB8HCOX3YULQS	2	6	11	0	51	91
AMNWDC4YB2I6G	2	5	3	0	51	91
ABFJUYIFAXX1A	1	15	62	1	36	41
A3W18RZKEATYDG	1	17	2	0	51	91
A3JFDHDCAW8505	4	3	86	1	26	28
A2LYRRWF5UZ2WO	1	10	8	1	23	22
A2U54IOX5Q3Y2B	2	7	46	0	51	91
A1GDGULCGAS9SQ	4	4	42	0	51	91
A31GF7N0YJ4E55	1	5	23	0	51	91
AAJAYKC003F1A	4	12	8	1	16	16
ACPDZ03NHW6CX	2	4	70	0	51	91
A2FVD05Z2FYW1P	4	16	8	0	51	91
A32DPCOBFPIF21	0	3	4	0	51	91
A1TPW86OHXTXFC	0	20	51	0	51	91
AQLUSFMEY8688	3	4	15	1	1	1
AS71KYVXTPEN6	4	7	3	0	51	91
A11Z4U7XWQQVOM	0	9	5	0	51	91
A6QG9LM5WL0AQ	2	11	43	1	51	40
A7C77J4MH94B6	2	18	27	0	51	91
A1M4PI57QOGVUK	2	3	68	0	51	91
A2M6QCS3UAAGB2	0	3	5	0	51	91
A3FMPPK0F3Q213	2	11	25	0	51	91
A33KT5YL805RSN	2	5	3	0	51	91
A3CTVTT3OYEO6G	4	3	23	0	51	91
A2XR2PMQAG8AOQ	4	7	16	1	4	4
A1GJ7C1BO1Z7IM	1	3	27	0	51	91
A165EMA3YTIM6A	3	3	12	1	2	2
A31ZDQ38B3X2I	0	7	14	0	51	91
ALPQXRLHPOFL4	3	3	11	0	51	91
AOP0CO495NOZS	3	12	24	0	51	91
A1Z61E3A9USBDC	3	4	82	0	51	91
A2NUKBOR03MHXD	4	3	55	1	51	68
A10NMELR4KX0J6	0	3	10	1	27	33
A1XWINXYD448MK	1	9	5	0	51	91
A3J8ABVGK7ZL6H	0	4	21	0	51	91
A3U6YZ421U16MR	2	8	40	1	15	15
A34XBCW41AZ5DF	3	4	37	0	51	91
A1YG5F7FY1LHEG	1	3	3	0	51	91
A8C6QTKFQSF37	3	3	6	0	51	91
A3Q09XODDLORO2	4	3	57	1	34	34
A2HKDX5H3EV1W3	0	12	3	0	51	91
A8BZEB7HYFLKF	1	4	126	1	48	89
A2SBVOQQEUNHU5	2	4	5	0	51	91
AS2SYD2Y8VM2N	4	3	14	0	51	91
A34ASAQ9WOEOIO	3	3	2	0	51	91
A39CFHC9J5W59B	4	3	21	0	51	91
A3IN5SLB6X6N1J	4	6	5	0	51	91
A122UK9IT8QSRE	0	9	25	1	4	4
A3DY2P44UFOHM5	2	3	16	1	2	2
A9XX8OHS2ZQ2X	2	20	12	1	51	45
A1KHLGSQO7G7J0	2	4	6	0	51	91
AWXF49EOW5IBR	1	4	8	0	51	91
A1X2BGPSA5UPZ4	4	5	11	1	27	23
A3MNH79KGUSAP1	2	4	50	1	32	32
A2Z5QL9U7YU99R	2	4	29	1	39	41
A1N21UOOSZXJJO	3	3	16	1	16	16
A3N0ZGOY1ESGCC	4	4	6	0	51	91
AMDBZ5P0GAT69	3	7	94	0	51	91
A1F613RTICSX28	4	4	17	0	51	91
AH6NLJTZ114CJ	0	3	9	0	51	91
A3O4B7VGPSAH76	1	5	12	0	51	91
A3NRUW4TP0OJIE	2	9	13	0	51	91
A8IE2T3J9KRP3	0	12	23	0	51	91
A3FC50ZJIT2GMO	4	3	28	0	51	91
A8PP8NPRJSAKO	1	3	7	0	51	91
A2H0JUIZ6LSX14	0	12	8	0	51	91
A30VCWUTDXT917	4	5	8	0	51	91
A2U1UWRLP38K0	0	5	23	0	51	91
A30PL7P1WAJ5UA	2	5	8	0	51	91
A1LUDU68C3RPJE	0	8	38	1	1	1
A3T4TAK4IRC2K8	1	5	20	0	51	91
AOL4EAN05IY16	0	3	38	1	1	1
A3TUX6PR7QFXKV	4	4	7	0	51	91
A3RINEQ4GDTR55	2	5	55	1	42	42
A33U71H3K67WR5	2	3	4	0	51	91
AUMOSHVHTSCR1	4	4	88	1	1	1
A39DWHBEWM3B1Z	4	5	13	1	8	6
A7Y4EVU8LZ7FV	1	3	36	1	47	86
A26ULAMFZNKQQZ	4	11	12	0	51	91
A3R4GFCDXI93C1	1	15	34	0	51	91
AJ36J4LKI6M0K	4	8	16	1	51	69
AAC7F4XR6Z18B	4	3	170	0	51	91
A2RO70ATW4Q9RK	1	4	13	0	51	91
A388XAFBHS0OCH	1	15	22	0	51	91
A7QEY0IX5IU8S	2	4	4	0	51	91
A1BKJNAWJT2TG2	2	16	6	1	51	41
A27OP4R8O8MW8S	0	7	9	0	51	91
A29P0RHB3K4K9T	3	3	30	0	51	91
AG8M7ICZ9MFU3	4	3	3	0	51	91
A1WYPL0OTLHH7Z	2	12	35	1	30	29
A4G51W9PC7TJL	2	5	16	0	51	91
AHYSXJ6B3GD23	1	4	22	1	27	27
AH9L2C3EN6NFB	0	3	28	1	51	44
A20LLZYI4IHP58	1	3	21	0	51	91
A3NYJA9TI72BGH	4	7	168	1	39	74
A2I0124K2A4YW	2	3	4	0	51	91
A3T32OBBBKJVCU	3	4	47	0	51	91
A2ZZBMZNCMAU4A	2	3	55	1	51	67
AQ3CTPAMAF3IJ	0	3	16	0	51	91
A1OIH3KWIE35QO	1	4	58	0	51	91
A2SSYPHOI6EIJE	4	5	4	0	51	91
A880Q9NMFS3F4	4	8	12	0	51	91
A1H5XDZZQLFLFT	3	3	4	1	1	1
AAPNQBUYETGW0	3	3	23	0	51	91
A1796NTZOCGHQC	2	3	38	1	2	2
A3H6GVX00H6L1I	3	3	6	0	51	91
A2Q3WSYBAWRDXR	4	3	41	1	7	7
A17YNZUP33063F	3	3	12	0	51	91
AWC3DHYS0M97I	4	4	4	0	51	91
AMAOKTCRX5D9T	2	4	37	0	51	91
A31PGHMVWU8BRR	1	8	63	0	51	91
A39R6RKYMYBA1B	4	3	9	0	51	91
A3YAIGMXF3049	1	14	13	0	51	91
A16G91DKUY6Y6R	0	3	3	0	51	91
AY1NUCXXJ5WD5	2	4	4	0	51	91
A23FK7VDY5PCJO	4	9	40	1	1	1
A3VF9H1PEKIL0X	4	3	4	1	8	7
AQCB5Z1CLPVQH	1	3	4	0	51	91
A2V0NXWV4CLDHN	0	7	33	0	51	91
A115ZXFLSNN5GG	3	5	4	0	51	91
A2D1W9IY1XILYX	3	4	6	0	51	91
A316V85XSH2TE9	4	3	7	0	51	91
A34HLCYKYXXEO5	1	3	12	0	51	91
A2BSB3STRK5PNX	2	4	92	1	33	47
A3OUN7W917RXX6	2	3	7	0	51	91
AERBY54RWPSO9	3	17	2	0	51	91
AQDMJA2WPXA10	3	4	58	1	4	4
A1YI0HL3UN6RV2	2	4	9	0	51	91
A3TQIU3Y54TLEI	3	3	92	0	51	91
A2B8V5HGXLYIDV	3	5	6	0	51	91
ARS30V0AIQWUJ	1	6	19	0	51	91
A1S92TVT0R8QQ7	4	3	14	1	6	6
A2S3E4ZYS36K7A	3	6	18	1	6	6
A12GRZ2C2HZPTH	4	3	23	0	51	91
AONXNUE8RMO0M	0	4	16	1	3	3
A34IC48GLL4U3Y	4	3	5	0	51	91
AQ2WUP0XFIX4M	2	3	6	0	51	91
A36AW29PLFJ1TY	2	3	2	0	51	91
A2KN6Y7GC7GT1K	1	6	34	0	51	91
A2ZGHCCOXACCNB	3	4	22	1	2	2
A2BWLV1M3G8W27	3	3	58	1	1	1
AUHS32MZ5JCQC	0	11	67	0	51	91
A1VOCCA9CPGEON	1	6	93	0	51	91
A3INXK3OLBCEVA	2	4	4	0	51	91
AMVGQ51QHKB8O	0	4	23	0	51	91
A73EOEUBYPS1E	4	4	29	1	51	58
A4ZDC5CEUFH9F	0	4	173	1	33	37
AXYM52DNK6NDF	4	11	23	0	51	91
A2068UB4NW0B0X	3	5	4	0	51	91
A3R49A88QSHTRS	3	3	8	0	51	91
A1CYCMPQS8H3ID	0	4	3	1	8	7
A1G0RMYT6CHP66	2	10	12	0	51	91
A2E0TJ49NACDBA	3	6	15	1	2	2
A3T8WOFS5RD2IR	3	12	27	0	51	91
A2DCS39GFBJV24	0	9	2	0	51	91
A3C8SJB75N97U	0	3	12	0	51	91
A3EXDXZTARZL78	0	5	2	0	51	91
A1GNY1PIM5VWPU	4	4	5	0	51	91
A2IELFVXKOB9OT	4	3	41	0	51	91
A2Z8QJRAYXKU0N	0	5	48	0	51	91
AU2R80BFYKV40	3	6	10	0	51	91
AHQA6I16NYW63	1	4	23	0	51	91
A2QXE09BLOHAWG	3	4	3	0	51	91
A1VS6OYELJ5BY7	0	5	11	0	51	91
A16DTDDCMB4GFW	0	6	4	0	51	91
A1GR9G76RYNL1K	2	6	48	0	51	91
A28T3R3XHF6268	3	7	155	0	51	91
A1VH9DM5ZYHR4L	0	4	22	0	51	91
A1NTBF49XJFKNJ	3	4	31	1	51	37
A1BJCYTCCC4Y1S	1	4	25	1	10	10
APZMW24EELJ3M	0	5	3	1	40	37
AW4D4XUEYMXWJ	4	8	5	0	51	91
A3HMWKRSEM0JEL	3	3	84	0	51	91
A2GBC356QWBVJ2	4	3	8	1	33	32
A2F04VREV7SM7O	0	3	37	0	51	91
A1X3SAWKYZ9IC1	3	13	5	0	51	91
A9WYPGTV2AI20	4	10	4	0	51	91
AP1A78ZFXQVOL	3	11	6	0	51	91
A14LG64GIVZIGS	0	4	29	0	51	91
A17C7XZHFOS12W	1	20	32	1	27	25
AUS5X6IMFLJBD	1	20	11	1	30	27
A2H5IWX8X4QJOT	4	13	32	0	51	91
A2QIF3E0BW9OZ9	2	5	6	0	51	91
A3MG8X4926DEH4	3	7	35	1	1	2
AO2PMQ2RA0DNM	1	4	4	1	18	18
A141834NWN0SKH	3	7	16	0	51	91
A307M3QYLF2K78	2	12	46	1	33	76
A1MF49W2L3JYJA	0	3	22	0	51	91
AGZ6G2BHW0Q72	3	4	6	0	51	91
A3LZ4NROH4BKUS	0	8	5	1	20	13
A1RG5HTJIMPKOJ	1	10	28	1	18	19
ANS8H20KK8D74	0	6	5	0	51	91
A2D4312FPKC6HS	3	3	5	0	51	91
A3GH7JFDZIE9Y3	2	8	80	0	51	91
A3A4JXYP8FK5M1	2	5	17	1	7	6
A348N6QHEUYR5I	1	4	4	0	51	91
ALAJBVJSU1Z0X	2	3	41	1	14	17
AMEHFYMFKSP46	1	3	11	1	1	1
A3QXAEOWI72WA1	3	3	28	0	51	91
ASFJ51CBA7OK9	0	3	30	0	51	91
AXOXXNDX8ASWI	4	7	29	0	51	91
A3MFZXNFCFE2Z4	3	3	4	0	51	91
A15CG58KZ2AVZF	4	4	2	0	51	91
A2D6LTED2M88C7	0	5	30	0	51	91
A2DBXBK9YAWWQ6	2	6	3	0	51	91
A28SHCZHTJTF3J	0	3	5	0	51	91
A28FT3QZMU0A86	3	4	24	1	51	61
A1U405YFPLFX6K	4	7	12	0	51	91
A2HX6KQCU7SD03	4	5	48	1	51	65
A2HHNZCJ4V4T4H	1	3	6	1	1	1
A2SHQJP6PNQTLD	4	3	5	0	51	91
A1UQUDT2Q0YENM	0	17	17	1	19	19
A3S4TEP586NJDO	2	3	8	0	51	91
A1IH6BL33256WK	1	4	4	1	4	4
A1S7VTMJCO7RW6	4	3	15	0	51	91
A1RD21I3BEHAQU	4	7	58	0	51	91
A3682Q1P1DZEPJ	0	5	5	1	18	17
A3T6HE7B0F1FSV	0	4	9	0	51	91
A1X17P2ANHTZH7	1	7	11	0	51	91
A3I6YLOOFW6FZY	1	3	96	0	51	91
ARZ2SH4Q1OFO1	3	7	85	1	10	14
ATOE09U1R8VZY	0	8	8	0	51	91
A14Z0Q1DU6CBJJ	3	14	6	1	12	12
A3P586NB1NT2LH	2	4	3	0	51	91
AHCXIW8CHU4V2	0	3	17	0	51	91
A1HR7A3OGPLJZV	4	3	55	0	51	91
A2Z0GI7A673O3P	2	4	2	0	51	91
A2DPQBZAD05KWD	3	6	10	0	51	91
A41UC5RX42GYY	1	5	31	0	51	91
AQTVN33IFXR6G	3	3	2	0	51	91
A1SGYMJC1ESE27	0	3	4	0	51	91
A8TA5VXMUP3VQ	4	3	5	0	51	91
A2337UBCGNKTZK	1	3	4	0	51	91
A4Z0OH2SIX4TF	4	3	17	1	12	14
A2LXP91DF4WU0N	4	7	8	1	9	9
A287547UH1VBJ7	2	8	37	0	51	91
AGBB5TC7F7PDV	4	7	10	0	51	91
ANAN3CF77MMQG	3	3	4	0	51	91
A2SXMER38SJTQ5	3	18	6	0	51	91
AQFXO4SY6UBCL	2	7	12	0	51	91
ATULY21HX4YEV	2	5	22	0	51	91
A1LJKB7GBZEIWR	4	8	12	1	17	18
A1OOMSOB6SNMNJ	4	8	39	0	51	91
A24K944J1QVETZ	2	4	3	0	51	91
A1PF10K2L4WP9Z	2	12	5	0	51	91
A1NRFBE3YSHKPI	0	14	62	0	51	91
A2T27DSA3U36HT	1	3	3	0	51	91
A1FZEY9LFFNRW4	1	4	22	0	51	91
A11SPSEM08VIXX	2	18	17	1	51	56
A1ACF7OZ5Z45HX	4	6	11	0	51	91
A225NJHTDAKEGZ	4	3	47	1	30	33
A6AT9WIGOXKRP	0	5	3	1	14	14
A2O9DG473F3C5	4	3	41	0	51	91
A3SWI3OVYL7XNF	0	3	11	0	51	91
A2MJ8OL2FYN7CW	4	8	33	1	3	3
A6SSNGR1C5WVO	0	3	87	0	51	91
A5GPSMWPP0AYW	0	12	12	0	51	91
AR5SY32T76DBM	4	11	27	1	51	65
A13O50BP6VUJS7	0	8	38	1	1	1
A92LD431P843F	1	7	35	1	3	3
A1IA77L9KE5I6X	3	3	14	0	51	91
A3RG8DYG8AJ6Z9	3	10	48	1	18	19
A1WH9Z5S1J1VA4	1	7	39	1	46	46
AXAPYPM2S13MF	0	6	12	1	3	3
A3K7GXA6J1UV35	0	4	6	0	51	91
A2C05OHYJERICI	2	5	1	0	51	91
A3LF61Z1S07PJY	1	3	6	0	51	91
A2NN8PP67SRX44	3	3	83	0	51	91
A2FMY6FBBL3675	2	5	30	0	51	91
A3Q1EDCBV2KU8D	0	8	34	0	51	91
A3EBBNVQ496VX5	4	6	4	0	51	91
A2WLJW6XSIDJTT	1	6	6	0	51	91
AK19A03ZOYGFQ	0	3	9	0	51	91
A2WQCTXF2T8X93	1	9	4	0	51	91
A2E5YZURTHJS6M	0	7	5	0	51	91
A1L775KXVAPFRC	2	3	3	0	51	91
A28RPKXOVO41AW	2	4	16	1	1	1
A2EBYDZKTGJU9I	4	6	16	0	51	91
AGYE90QXVSUFC	3	3	4	0	51	91
A1W0XQLEYWGQC5	2	3	15	0	51	91
A2S2DZ1S2KLOX8	2	8	11	1	10	11
A2277PDVAYANYO	0	5	19	0	51	91
A1PAGHECG401K1	3	19	8	0	51	91
A9VI8PYLVSX53	4	4	33	0	51	91
A102DV5B0MSC68	3	3	74	1	25	27
A2FO1C1P3LNPD9	4	3	63	0	51	91
AI19OUH4HVEBT	4	3	13	0	51	91
AE1H2G2F8LHDV	1	4	51	0	51	91
A3C5QQR6EG6F7Q	2	3	12	0	51	91
A3ULVFKBBPZ1C6	0	13	3	0	51	91
A3B9C6MZAFC1JX	4	20	38	1	4	4
A181W8GE4TAPVV	3	11	29	0	51	91
A2YJHT2DC3ADGC	0	4	101	0	51	91
AMQWWN5Y9NVP9	1	3	20	0	51	91
A2D27X5O95JA2H	1	4	1	0	51	91
A2LYEY1AGH4UEH	1	7	32	0	51	91
A2K6T14EI8G5SN	3	3	1	0	51	91
A2GSGTBB0LMU0G	2	7	4	0	51	91
AAGNG1HAO3EQR	4	4	36	0	51	91
A1SF2AKWA6ZNSM	4	4	35	0	51	91
ASLHDTUUMOH7F	4	10	14	1	17	18
A1BFOCVD7DZ7C8	4	7	32	0	51	91
A3NE2XPINZH239	3	3	9	0	51	91
A22ZHO790Y9EO7	4	4	3	0	51	91
A1Y81Q4MB54PFQ	0	5	155	0	51	91
AMVKI21J69KAJ	4	3	29	0	51	91
A2FTL9UY9DP35N	0	5	22	1	2	2
A31E43GJMM8WLI	4	4	17	0	51	91
A2DG3YVEU37IZ7	1	20	3	1	7	5
ADPDSL40OM0FO	1	15	4	0	51	91
A3CDDXZ9WYJIQA	1	4	7	0	51	91
A1FJ5KR8PK0QF1	1	4	4	0	51	91
A2XAXYWIMI6765	4	3	8	0	51	91
A2H76V7TTCZ4KV	0	3	7	0	51	91
A1VPZRB49KCQFT	3	11	4	1	3	3
AHK9Z99W9UQE0	4	9	14	0	51	91
A3N0B5XHPTV3ZL	1	3	57	1	51	79
A31U3RV8LGNK0E	3	5	6	0	51	91
ARSNAGZWXP7GN	0	5	23	0	51	91
A1J1GB9BFJXIVW	1	7	2	0	51	91
A316PEISP38C8O	4	7	7	0	51	91
A3CMG2LKTF8NL3	4	8	6	0	51	91
AIJTHUGJAR9SG	1	5	2	1	4	4
A1NIBPQYW0MIY0	3	3	155	1	1	1
A2YV6F6DLENNTM	1	20	30	0	51	91
A2SPUUV9CAZQI8	1	5	10	1	8	8
A16TNRUMYS4IVH	3	3	22	1	6	6
A2VYS4G2VZAKSG	4	7	5	0	51	91
AF06OQYABGS5N	1	3	118	0	51	91
A2G3G2HOOV2VGZ	2	3	10	0	51	91
A4PPZNQF1X2IY	2	3	8	0	51	91
A6R8R7WUMVU6F	1	3	8	0	51	91
A3GIILDRS0K9EH	2	7	5	0	51	91
A3NJ6S72D28F6W	0	3	5	1	11	11
A1ILZL49HL0Z7Y	3	3	11	0	51	91
AFVKI7BCS3FSX	4	3	8	1	1	1
A18S2VGUH9SCV5	2	20	40	0	51	91
A3ERQ8VYGYMK8W	2	4	11	0	51	91
AGVWTYW0ULXHT	1	7	5	0	51	91
A1QS0986XREJNE	1	3	22	1	51	41
A10JVP8ROXXQ7B	4	5	12	0	51	91
A32JCNFALAFPME	0	11	2	0	51	91
A2AZIQJGBLU7WN	1	5	25	1	51	55
A1Q5GOPLE0XUN2	0	8	78	0	51	91
A1UT1P91KDT4E4	2	5	23	1	41	80
A19BSL8DK1YT87	1	5	52	1	23	27
A2EC95P5HY9NKG	2	8	7	0	51	91
AE3FV83ZN6IH0	3	6	4	0	51	91
A1VWX0NPENPNWR	4	13	3	0	51	91
ARFBA5L3K2BG9	4	4	7	0	51	91
A1HB11ORN1GR53	2	3	3	0	51	91
A35IX2GE0VC0JP	4	20	27	1	51	44
A26UZ7UQWAHAVJ	2	10	23	0	51	91
A1GKSZ8I34QITO	4	8	4	0	51	91
A3B86I1032MTQ3	4	4	30	0	51	91
A3KNKPW9HK9CX7	1	5	12	0	51	91
A2AV9JT8NQLNV5	3	3	63	0	51	91
A3FOOF7Q2GUMXX	0	9	10	0	51	91
A2W122IM0OT3RV	4	6	4	0	51	91
AB4OFEWLTOJOT	4	3	25	1	2	2
A2D9CA002GPXXV	3	3	13	0	51	91
A3IKLTT9JQACCI	1	20	4	0	51	91
A4YXKLPFDY9GP	2	3	2	0	51	91
AUQNWIB7D50GN	0	5	31	0	51	91
A3SM93U0KYBYEW	2	5	1	1	50	74
A160G57GQ4WNUX	4	3	5	1	3	3
A34A1UP40713F8	4	12	23	1	51	48
A2PFC6J38583M2	4	3	31	1	8	9
A1N6F8OOX1SAFU	2	5	5	0	51	91
A1CJESS49I634W	3	4	2	0	51	91
ADO0HECDX03F	3	3	4	1	20	17
A25ITV6XZWRVRF	1	5	14	1	3	4
A2TSTJP0B3A3H5	4	9	6	0	51	91
A37INBAU4KK75C	2	20	16	0	51	91
A1T9B2IMNF0S3X	4	3	12	0	51	91
A2WQSJ8U3S2OVH	1	4	9	0	51	91
AEM11EYUQROVQ	3	5	28	0	51	91
A1CNV2BQHWAAPM	3	6	173	0	51	91
A3CMO216CWOF5N	1	7	5	1	10	10
AZQVN6T2XN0O2	2	5	8	0	51	91
A23FK4SSURQ025	1	3	58	0	51	91
AFOY4QTFDAWYE	2	3	4	0	51	91
A2OR4WQLBEOAD3	0	3	4	0	51	91
AAS7V605R1GPQ	1	4	8	0	51	91
A3U0PUGIPYASEA	4	13	71	0	51	91
A11K2HXZB4Z1VY	4	6	47	0	51	91
A2OXPCRDQ92GOX	3	3	55	1	4	4
A1HY5DOJCVB8MG	1	3	17	1	6	6
A3S0U1KBGFGGC4	4	3	11	1	51	46
A2YAHRE2M0MSAS	0	7	4	0	51	91
A3LH77PBDFEO3F	2	4	18	0	51	91
AGRANJOBUQQL1	3	9	215	1	48	79
A3GJ0RDALQQT5G	0	3	26	0	51	91
A2XD1RIC2WV2J0	4	9	6	1	13	13
A1MZJKF1SD4B21	4	3	91	1	51	62
A1207QA5GJXN23	0	3	25	1	1	1
AKJF4JB6TV90L	1	3	2	0	51	91
A3FFNUD5PGO1HQ	1	4	26	1	2	2
A1GRIE7HZTJDL2	0	4	6	0	51	91
A2LJVRKP6DYV01	3	9	3	0	51	91
AL5GDJA7Y8QDT	3	5	42	0	51	91
A3QXIV51GXNEG5	4	3	4	0	51	91
AOI6Y6GO2G5E8	2	12	10	0	51	91
AFTFND8CPQ34M	1	20	17	1	6	6
A31M3U1F2W0IJG	1	6	4	0	51	91
A1SOQT41I9FMWM	3	3	9	0	51	91
A3KJPP3NF9CPVL	4	6	5	0	51	91
A1E1LEVQ9VQNK	4	12	43	1	9	11
AFUE1O3X6I7RV	0	3	12	0	51	91
A2I5NVT7IWQ51Z	1	5	41	1	51	66
A10KHX41ONY4U1	2	13	3	0	51	91
A1BUVOGGFTGMBN	0	7	17	0	51	91
A394F57MK7RG4Q	0	3	12	0	51	91
A3PP8YYMEAAMHM	2	7	3	0	51	91
A34QK4KENG0VXQ	1	3	6	0	51	91
A1M92239OM8KPO	3	5	26	1	3	3
A3M8Y0DUXJ4FE4	0	4	119	1	1	1
A2J812QEDM03AS	0	9	5	1	24	17
A3O22PG4MHDI4Y	4	3	14	0	51	91
A1BF6QPBURWX92	1	5	34	0	51	91
A3C0TZ1FAIZT90	2	5	30	0	51	91
A181XY4FUF2B7	0	6	26	1	5	5
A2PC1CU8ZJ31HM	4	3	15	1	22	23
A3OC1UOS4EV4NV	3	6	8	0	51	91
AQ73XG9JKRRXW	1	20	5	1	5	5
AY1SQH34K8H3A	0	3	31	1	51	72
A2YG3JI1O05776	2	3	9	0	51	91
ARWYGWXB243RI	4	5	11	0	51	91
A119NOJLISZUGP	0	7	8	0	51	91
